Country,Year,PIB,Code
Austria,1820,4104,AUT
Austria,1821,,AUT
Austria,1822,,AUT
Austria,1823,,AUT
Austria,1824,,AUT
Austria,1825,,AUT
Austria,1826,,AUT
Austria,1827,,AUT
Austria,1828,,AUT
Austria,1829,,AUT
Austria,1830,4948,AUT
Austria,1831,,AUT
Austria,1832,,AUT
Austria,1833,,AUT
Austria,1834,,AUT
Austria,1835,,AUT
Austria,1836,,AUT
Austria,1837,,AUT
Austria,1838,,AUT
Austria,1839,,AUT
Austria,1840,5628,AUT
Austria,1841,,AUT
Austria,1842,,AUT
Austria,1843,,AUT
Austria,1844,,AUT
Austria,1845,,AUT
Austria,1846,,AUT
Austria,1847,,AUT
Austria,1848,,AUT
Austria,1849,,AUT
Austria,1850,6519,AUT
Austria,1851,,AUT
Austria,1852,,AUT
Austria,1853,,AUT
Austria,1854,,AUT
Austria,1855,,AUT
Austria,1856,,AUT
Austria,1857,,AUT
Austria,1858,,AUT
Austria,1859,,AUT
Austria,1860,7528,AUT
Austria,1861,,AUT
Austria,1862,,AUT
Austria,1863,,AUT
Austria,1864,,AUT
Austria,1865,,AUT
Austria,1866,,AUT
Austria,1867,,AUT
Austria,1868,,AUT
Austria,1869,,AUT
Austria,1870,8419,AUT
Austria,1871,9029,AUT
Austria,1872,9099,AUT
Austria,1873,8888,AUT
Austria,1874,9287,AUT
Austria,1875,9333,AUT
Austria,1876,9545,AUT
Austria,1877,9873,AUT
Austria,1878,10201,AUT
Austria,1879,10131,AUT
Austria,1880,10272,AUT
Austria,1881,10694,AUT
Austria,1882,10764,AUT
Austria,1883,1121,AUT
Austria,1884,11514,AUT
Austria,1885,11444,AUT
Austria,1886,11819,AUT
Austria,1887,1264,AUT
Austria,1888,12617,AUT
Austria,1889,12499,AUT
Austria,1890,13179,AUT
Austria,1891,13648,AUT
Austria,1892,13953,AUT
Austria,1893,14047,AUT
Austria,1894,14868,AUT
Austria,1895,15267,AUT
Austria,1896,15501,AUT
Austria,1897,15829,AUT
Austria,1898,16721,AUT
Austria,1899,17072,AUT
Austria,1900,17213,AUT
Austria,1901,17283,AUT
Austria,1902,17963,AUT
Austria,1903,18128,AUT
Austria,1904,18409,AUT
Austria,1905,19441,AUT
Austria,1906,20191,AUT
Austria,1907,21434,AUT
Austria,1908,21528,AUT
Austria,1909,21458,AUT
Austria,1910,21763,AUT
Austria,1911,22443,AUT
Austria,1912,23568,AUT
Austria,1913,23451,AUT
Austria,1914,19572,AUT
Austria,1915,18154,AUT
Austria,1916,17933,AUT
Austria,1917,17548,AUT
Austria,1918,17186,AUT
Austria,1919,14503,AUT
Austria,1920,15571,AUT
Austria,1921,17236,AUT
Austria,1922,18784,AUT
Austria,1923,18597,AUT
Austria,1924,20754,AUT
Austria,1925,22161,AUT
Austria,1926,22536,AUT
Austria,1927,23216,AUT
Austria,1928,24295,AUT
Austria,1929,24647,AUT
Austria,1930,23967,AUT
Austria,1931,22044,AUT
Austria,1932,19769,AUT
Austria,1933,19113,AUT
Austria,1934,19277,AUT
Austria,1935,19652,AUT
Austria,1936,20238,AUT
Austria,1937,21317,AUT
Austria,1938,24037,AUT
Austria,1939,2725,AUT
Austria,1940,26547,AUT
Austria,1941,28446,AUT
Austria,1942,27016,AUT
Austria,1943,27672,AUT
Austria,1944,28376,AUT
Austria,1945,11726,AUT
Austria,1946,13695,AUT
Austria,1947,15102,AUT
Austria,1948,1923,AUT
Austria,1949,22865,AUT
Austria,1950,25702,AUT
Austria,1951,2746,AUT
Austria,1952,27484,AUT
Austria,1953,2868,AUT
Austria,1954,31611,AUT
Austria,1955,35105,AUT
Austria,1956,3752,AUT
Austria,1957,39818,AUT
Austria,1958,41272,AUT
Austria,1959,42445,AUT
Austria,1960,45939,AUT
Austria,1961,48378,AUT
Austria,1962,4955,AUT
Austria,1963,51567,AUT
Austria,1964,54662,AUT
Austria,1965,56234,AUT
Austria,1966,59399,AUT
Austria,1967,61205,AUT
Austria,1968,63925,AUT
Austria,1969,67945,AUT
Austria,1970,72785,AUT
Austria,1971,76506,AUT
Austria,1972,81256,AUT
Austria,1973,85227,AUT
Austria,1974,88588,AUT
Austria,1975,88267,AUT
Austria,1976,92307,AUT
Austria,1977,96624,AUT
Austria,1978,96273,AUT
Austria,1979,101525,AUT
Austria,1980,103874,AUT
Austria,1981,103771,AUT
Austria,1982,10575,AUT
Austria,1983,108716,AUT
Austria,1984,109077,AUT
Austria,1985,111525,AUT
Austria,1986,114135,AUT
Austria,1987,116053,AUT
Austria,1988,11973,AUT
Austria,1989,124791,AUT
Austria,1990,130476,AUT
Austria,1991,135169,AUT
Austria,1992,138361,AUT
Austria,1993,138822,AUT
Austria,1994,142516,AUT
Austria,1995,145238,AUT
Austria,1996,149042,AUT
Austria,1997,151783,AUT
Austria,1998,157233,AUT
Austria,1999,16241,AUT
Austria,2000,167878,AUT
Austria,2001,169244,AUT
Austria,2002,170755,AUT
Austria,2003,172763,AUT
Austria,2004,176795,AUT
Austria,2005,181215,AUT
Austria,2006,187557,AUT
Austria,2007,194122,AUT
Austria,2008,198004,AUT
Belgium,1820,4529,BEL
Belgium,1821,,BEL
Belgium,1822,,BEL
Belgium,1823,,BEL
Belgium,1824,,BEL
Belgium,1825,,BEL
Belgium,1826,,BEL
Belgium,1827,,BEL
Belgium,1828,,BEL
Belgium,1829,,BEL
Belgium,1830,5078,BEL
Belgium,1831,,BEL
Belgium,1832,,BEL
Belgium,1833,,BEL
Belgium,1834,,BEL
Belgium,1835,,BEL
Belgium,1836,,BEL
Belgium,1837,,BEL
Belgium,1838,,BEL
Belgium,1839,,BEL
Belgium,1840,,BEL
Belgium,1841,,BEL
Belgium,1842,,BEL
Belgium,1843,,BEL
Belgium,1844,,BEL
Belgium,1845,,BEL
Belgium,1846,7277,BEL
Belgium,1847,7633,BEL
Belgium,1848,7665,BEL
Belgium,1849,7892,BEL
Belgium,1850,8216,BEL
Belgium,1851,8442,BEL
Belgium,1852,8668,BEL
Belgium,1853,8894,BEL
Belgium,1854,9444,BEL
Belgium,1855,9509,BEL
Belgium,1856,10026,BEL
Belgium,1857,10285,BEL
Belgium,1858,1035,BEL
Belgium,1859,1035,BEL
Belgium,1860,10867,BEL
Belgium,1861,11029,BEL
Belgium,1862,1132,BEL
Belgium,1863,11644,BEL
Belgium,1864,12032,BEL
Belgium,1865,12032,BEL
Belgium,1866,12388,BEL
Belgium,1867,12452,BEL
Belgium,1868,12905,BEL
Belgium,1869,1339,BEL
Belgium,1870,13716,BEL
Belgium,1871,1378,BEL
Belgium,1872,14621,BEL
Belgium,1873,14718,BEL
Belgium,1874,15203,BEL
Belgium,1875,15171,BEL
Belgium,1876,15365,BEL
Belgium,1877,15559,BEL
Belgium,1878,16012,BEL
Belgium,1879,16174,BEL
Belgium,1880,16982,BEL
Belgium,1881,17209,BEL
Belgium,1882,17791,BEL
Belgium,1883,1805,BEL
Belgium,1884,18211,BEL
Belgium,1885,18438,BEL
Belgium,1886,18664,BEL
Belgium,1887,19376,BEL
Belgium,1888,19505,BEL
Belgium,1889,20443,BEL
Belgium,1890,20896,BEL
Belgium,1891,20929,BEL
Belgium,1892,21446,BEL
Belgium,1893,2177,BEL
Belgium,1894,22093,BEL
Belgium,1895,22611,BEL
Belgium,1896,23063,BEL
Belgium,1897,23484,BEL
Belgium,1898,23872,BEL
Belgium,1899,24357,BEL
Belgium,1900,25069,BEL
Belgium,1901,25295,BEL
Belgium,1902,25813,BEL
Belgium,1903,26395,BEL
Belgium,1904,27074,BEL
Belgium,1905,27851,BEL
Belgium,1906,28433,BEL
Belgium,1907,28854,BEL
Belgium,1908,29145,BEL
Belgium,1909,29695,BEL
Belgium,1910,30471,BEL
Belgium,1911,31183,BEL
Belgium,1912,31926,BEL
Belgium,1913,32347,BEL
Belgium,1914,303,BEL
Belgium,1915,29935,BEL
Belgium,1916,31672,BEL
Belgium,1917,27199,BEL
Belgium,1918,21917,BEL
Belgium,1919,25854,BEL
Belgium,1920,29921,BEL
Belgium,1921,30439,BEL
Belgium,1922,33414,BEL
Belgium,1923,34611,BEL
Belgium,1924,35743,BEL
Belgium,1925,36293,BEL
Belgium,1926,37523,BEL
Belgium,1927,38913,BEL
Belgium,1928,40951,BEL
Belgium,1929,40595,BEL
Belgium,1930,40207,BEL
Belgium,1931,39496,BEL
Belgium,1932,37717,BEL
Belgium,1933,38525,BEL
Belgium,1934,38202,BEL
Belgium,1935,40563,BEL
Belgium,1936,40854,BEL
Belgium,1937,41404,BEL
Belgium,1938,40466,BEL
Belgium,1939,43216,BEL
Belgium,1940,38072,BEL
Belgium,1941,36067,BEL
Belgium,1942,32962,BEL
Belgium,1943,32198,BEL
Belgium,1944,34094,BEL
Belgium,1945,36132,BEL
Belgium,1946,38267,BEL
Belgium,1947,40563,BEL
Belgium,1948,42989,BEL
Belgium,1949,44736,BEL
Belgium,1950,4719,BEL
Belgium,1951,49874,BEL
Belgium,1952,49486,BEL
Belgium,1953,51071,BEL
Belgium,1954,53173,BEL
Belgium,1955,55696,BEL
Belgium,1956,57313,BEL
Belgium,1957,58381,BEL
Belgium,1958,58316,BEL
Belgium,1959,6016,BEL
Belgium,1960,63394,BEL
Belgium,1961,66478,BEL
Belgium,1962,69904,BEL
Belgium,1963,72988,BEL
Belgium,1964,78128,BEL
Belgium,1965,8087,BEL
Belgium,1966,8344,BEL
Belgium,1967,86695,BEL
Belgium,1968,90293,BEL
Belgium,1969,96302,BEL
Belgium,1970,102265,BEL
Belgium,1971,106103,BEL
Belgium,1972,111679,BEL
Belgium,1973,118516,BEL
Belgium,1974,123494,BEL
Belgium,1975,121855,BEL
Belgium,1976,128743,BEL
Belgium,1977,129549,BEL
Belgium,1978,133231,BEL
Belgium,1979,13635,BEL
Belgium,1980,142458,BEL
Belgium,1981,14068,BEL
Belgium,1982,142665,BEL
Belgium,1983,142648,BEL
Belgium,1984,14618,BEL
Belgium,1985,14765,BEL
Belgium,1986,149854,BEL
Belgium,1987,153392,BEL
Belgium,1988,160632,BEL
Belgium,1989,166396,BEL
Belgium,1990,171442,BEL
Belgium,1991,174585,BEL
Belgium,1992,177257,BEL
Belgium,1993,175552,BEL
Belgium,1994,181217,BEL
Belgium,1995,185539,BEL
Belgium,1996,187685,BEL
Belgium,1997,19395,BEL
Belgium,1998,197587,BEL
Belgium,1999,204349,BEL
Belgium,2000,21201,BEL
Belgium,2001,213668,BEL
Belgium,2002,216891,BEL
Belgium,2003,219074,BEL
Belgium,2004,225609,BEL
Belgium,2005,230572,BEL
Belgium,2006,23749,BEL
Belgium,2007,243666,BEL
Belgium,2008,246103,BEL
Denmark,1820,1471,DNK
Denmark,1821,1541,DNK
Denmark,1822,1564,DNK
Denmark,1823,1564,DNK
Denmark,1824,1611,DNK
Denmark,1825,1623,DNK
Denmark,1826,1646,DNK
Denmark,1827,1693,DNK
Denmark,1828,1716,DNK
Denmark,1829,1681,DNK
Denmark,1830,1693,DNK
Denmark,1831,1681,DNK
Denmark,1832,1728,DNK
Denmark,1833,1716,DNK
Denmark,1834,1809,DNK
Denmark,1835,1798,DNK
Denmark,1836,1798,DNK
Denmark,1837,1844,DNK
Denmark,1838,1856,DNK
Denmark,1839,1879,DNK
Denmark,1840,1938,DNK
Denmark,1841,1938,DNK
Denmark,1842,1949,DNK
Denmark,1843,2054,DNK
Denmark,1844,2159,DNK
Denmark,1845,2218,DNK
Denmark,1846,2265,DNK
Denmark,1847,2253,DNK
Denmark,1848,237,DNK
Denmark,1849,251,DNK
Denmark,1850,2649,DNK
Denmark,1851,2521,DNK
Denmark,1852,2615,DNK
Denmark,1853,2626,DNK
Denmark,1854,2638,DNK
Denmark,1855,293,DNK
Denmark,1856,2766,DNK
Denmark,1857,2813,DNK
Denmark,1858,279,DNK
Denmark,1859,2977,DNK
Denmark,1860,2953,DNK
Denmark,1861,3,DNK
Denmark,1862,3093,DNK
Denmark,1863,3292,DNK
Denmark,1864,3257,DNK
Denmark,1865,3373,DNK
Denmark,1866,3373,DNK
Denmark,1867,3373,DNK
Denmark,1868,3432,DNK
Denmark,1869,363,DNK
Denmark,1870,3782,DNK
Denmark,1871,3793,DNK
Denmark,1872,4003,DNK
Denmark,1873,3979,DNK
Denmark,1874,4096,DNK
Denmark,1875,4166,DNK
Denmark,1876,4248,DNK
Denmark,1877,4131,DNK
Denmark,1878,4295,DNK
Denmark,1879,4435,DNK
Denmark,1880,454,DNK
Denmark,1881,4586,DNK
Denmark,1882,475,DNK
Denmark,1883,4913,DNK
Denmark,1884,4936,DNK
Denmark,1885,4971,DNK
Denmark,1886,517,DNK
Denmark,1887,5357,DNK
Denmark,1888,5392,DNK
Denmark,1889,5462,DNK
Denmark,1890,5788,DNK
Denmark,1891,5905,DNK
Denmark,1892,6045,DNK
Denmark,1893,6162,DNK
Denmark,1894,629,DNK
Denmark,1895,664,DNK
Denmark,1896,6885,DNK
Denmark,1897,7049,DNK
Denmark,1898,7165,DNK
Denmark,1899,7469,DNK
Denmark,1900,7726,DNK
Denmark,1901,8052,DNK
Denmark,1902,8239,DNK
Denmark,1903,8729,DNK
Denmark,1904,8916,DNK
Denmark,1905,9068,DNK
Denmark,1906,9324,DNK
Denmark,1907,9674,DNK
Denmark,1908,9978,DNK
Denmark,1909,10363,DNK
Denmark,1910,10678,DNK
Denmark,1911,1125,DNK
Denmark,1912,1125,DNK
Denmark,1913,1167,DNK
Denmark,1914,12405,DNK
Denmark,1915,11542,DNK
Denmark,1916,12032,DNK
Denmark,1917,1132,DNK
Denmark,1918,10946,DNK
Denmark,1919,12359,DNK
Denmark,1920,12942,DNK
Denmark,1921,12569,DNK
Denmark,1922,13841,DNK
Denmark,1923,15299,DNK
Denmark,1924,15346,DNK
Denmark,1925,14996,DNK
Denmark,1926,15871,DNK
Denmark,1927,16186,DNK
Denmark,1928,16735,DNK
Denmark,1929,17855,DNK
Denmark,1930,18917,DNK
Denmark,1931,19127,DNK
Denmark,1932,18625,DNK
Denmark,1933,1922,DNK
Denmark,1934,19804,DNK
Denmark,1935,20247,DNK
Denmark,1936,20749,DNK
Denmark,1937,21251,DNK
Denmark,1938,21765,DNK
Denmark,1939,22803,DNK
Denmark,1940,19606,DNK
Denmark,1941,17668,DNK
Denmark,1942,18065,DNK
Denmark,1943,20061,DNK
Denmark,1944,22161,DNK
Denmark,1945,20493,DNK
Denmark,1946,2369,DNK
Denmark,1947,2502,DNK
Denmark,1948,25697,DNK
Denmark,1949,27471,DNK
Denmark,1950,29654,DNK
Denmark,1951,29852,DNK
Denmark,1952,30144,DNK
Denmark,1953,31859,DNK
Denmark,1954,32478,DNK
Denmark,1955,32828,DNK
Denmark,1956,33225,DNK
Denmark,1957,35746,DNK
Denmark,1958,36551,DNK
Denmark,1959,3927,DNK
Denmark,1960,40367,DNK
Denmark,1961,42926,DNK
Denmark,1962,45295,DNK
Denmark,1963,45579,DNK
Denmark,1964,49843,DNK
Denmark,1965,52117,DNK
Denmark,1966,53539,DNK
Denmark,1967,55339,DNK
Denmark,1968,57613,DNK
Denmark,1969,61283,DNK
Denmark,1970,62524,DNK
Denmark,1971,64191,DNK
Denmark,1972,67578,DNK
Denmark,1973,70032,DNK
Denmark,1974,69379,DNK
Denmark,1975,68921,DNK
Denmark,1976,73382,DNK
Denmark,1977,74573,DNK
Denmark,1978,75674,DNK
Denmark,1979,78356,DNK
Denmark,1980,7801,DNK
Denmark,1981,77316,DNK
Denmark,1982,7965,DNK
Denmark,1983,81656,DNK
Denmark,1984,85241,DNK
Denmark,1985,88897,DNK
Denmark,1986,92135,DNK
Denmark,1987,92406,DNK
Denmark,1988,93482,DNK
Denmark,1989,93728,DNK
Denmark,1990,94863,DNK
Denmark,1991,96097,DNK
Denmark,1992,97995,DNK
Denmark,1993,97907,DNK
Denmark,1994,103317,DNK
Denmark,1995,106484,DNK
Denmark,1996,109502,DNK
Denmark,1997,113005,DNK
Denmark,1998,115447,DNK
Denmark,1999,118399,DNK
Denmark,2000,122628,DNK
Denmark,2001,123502,DNK
Denmark,2002,124062,DNK
Denmark,2003,124543,DNK
Denmark,2004,127175,DNK
Denmark,2005,130227,DNK
Denmark,2006,134525,DNK
Denmark,2007,136677,DNK
Denmark,2008,135037,DNK
Finland,1820,913,FIN
Finland,1821,,FIN
Finland,1822,,FIN
Finland,1823,,FIN
Finland,1824,,FIN
Finland,1825,,FIN
Finland,1826,,FIN
Finland,1827,,FIN
Finland,1828,,FIN
Finland,1829,,FIN
Finland,1830,,FIN
Finland,1831,,FIN
Finland,1832,,FIN
Finland,1833,,FIN
Finland,1834,,FIN
Finland,1835,,FIN
Finland,1836,,FIN
Finland,1837,,FIN
Finland,1838,,FIN
Finland,1839,,FIN
Finland,1840,,FIN
Finland,1841,,FIN
Finland,1842,,FIN
Finland,1843,,FIN
Finland,1844,,FIN
Finland,1845,,FIN
Finland,1846,,FIN
Finland,1847,,FIN
Finland,1848,,FIN
Finland,1849,,FIN
Finland,1850,1483,FIN
Finland,1851,,FIN
Finland,1852,,FIN
Finland,1853,,FIN
Finland,1854,,FIN
Finland,1855,,FIN
Finland,1856,,FIN
Finland,1857,,FIN
Finland,1858,,FIN
Finland,1859,,FIN
Finland,1860,1667,FIN
Finland,1861,168,FIN
Finland,1862,159,FIN
Finland,1863,1718,FIN
Finland,1864,1756,FIN
Finland,1865,1744,FIN
Finland,1866,1763,FIN
Finland,1867,1622,FIN
Finland,1868,1782,FIN
Finland,1869,191,FIN
Finland,1870,1999,FIN
Finland,1871,2013,FIN
Finland,1872,2083,FIN
Finland,1873,2204,FIN
Finland,1874,2255,FIN
Finland,1875,23,FIN
Finland,1876,2428,FIN
Finland,1877,237,FIN
Finland,1878,2326,FIN
Finland,1879,2351,FIN
Finland,1880,2364,FIN
Finland,1881,23,FIN
Finland,1882,2524,FIN
Finland,1883,2619,FIN
Finland,1884,2639,FIN
Finland,1885,2703,FIN
Finland,1886,2837,FIN
Finland,1887,2881,FIN
Finland,1888,299,FIN
Finland,1889,3092,FIN
Finland,1890,3265,FIN
Finland,1891,3233,FIN
Finland,1892,3137,FIN
Finland,1893,3258,FIN
Finland,1894,3514,FIN
Finland,1895,3706,FIN
Finland,1896,3948,FIN
Finland,1897,414,FIN
Finland,1898,4319,FIN
Finland,1899,4217,FIN
Finland,1900,4415,FIN
Finland,1901,4364,FIN
Finland,1902,4274,FIN
Finland,1903,4562,FIN
Finland,1904,4734,FIN
Finland,1905,4811,FIN
Finland,1906,5003,FIN
Finland,1907,5175,FIN
Finland,1908,5233,FIN
Finland,1909,5463,FIN
Finland,1910,5584,FIN
Finland,1911,5744,FIN
Finland,1912,6063,FIN
Finland,1913,6389,FIN
Finland,1914,6108,FIN
Finland,1915,5801,FIN
Finland,1916,5878,FIN
Finland,1917,4939,FIN
Finland,1918,4281,FIN
Finland,1919,5169,FIN
Finland,1920,5782,FIN
Finland,1921,5974,FIN
Finland,1922,6606,FIN
Finland,1923,7092,FIN
Finland,1924,7277,FIN
Finland,1925,7692,FIN
Finland,1926,7986,FIN
Finland,1927,8612,FIN
Finland,1928,9194,FIN
Finland,1929,9302,FIN
Finland,1930,9194,FIN
Finland,1931,897,FIN
Finland,1932,8932,FIN
Finland,1933,9526,FIN
Finland,1934,10606,FIN
Finland,1935,11059,FIN
Finland,1936,11807,FIN
Finland,1937,12478,FIN
Finland,1938,13123,FIN
Finland,1939,12561,FIN
Finland,1940,11909,FIN
Finland,1941,12299,FIN
Finland,1942,12337,FIN
Finland,1943,13756,FIN
Finland,1944,13762,FIN
Finland,1945,12963,FIN
Finland,1946,14017,FIN
Finland,1947,14343,FIN
Finland,1948,15481,FIN
Finland,1949,1642,FIN
Finland,1950,17051,FIN
Finland,1951,18501,FIN
Finland,1952,19121,FIN
Finland,1953,19255,FIN
Finland,1954,20941,FIN
Finland,1955,22008,FIN
Finland,1956,22673,FIN
Finland,1957,23739,FIN
Finland,1958,23867,FIN
Finland,1959,25285,FIN
Finland,1960,27598,FIN
Finland,1961,29701,FIN
Finland,1962,30627,FIN
Finland,1963,31636,FIN
Finland,1964,33235,FIN
Finland,1965,35002,FIN
Finland,1966,35843,FIN
Finland,1967,366,FIN
Finland,1968,37442,FIN
Finland,1969,41048,FIN
Finland,1970,44114,FIN
Finland,1971,45036,FIN
Finland,1972,48473,FIN
Finland,1973,51724,FIN
Finland,1974,53291,FIN
Finland,1975,53905,FIN
Finland,1976,53676,FIN
Finland,1977,53808,FIN
Finland,1978,54934,FIN
Finland,1979,58756,FIN
Finland,1980,6189,FIN
Finland,1981,63043,FIN
Finland,1982,6509,FIN
Finland,1983,66849,FIN
Finland,1984,68866,FIN
Finland,1985,71184,FIN
Finland,1986,72873,FIN
Finland,1987,75861,FIN
Finland,1988,79581,FIN
Finland,1989,84092,FIN
Finland,1990,84103,FIN
Finland,1991,78731,FIN
Finland,1992,75731,FIN
Finland,1993,7479,FIN
Finland,1994,77733,FIN
Finland,1995,80412,FIN
Finland,1996,83462,FIN
Finland,1997,88628,FIN
Finland,1998,9364,FIN
Finland,1999,97261,FIN
Finland,2000,102185,FIN
Finland,2001,10488,FIN
Finland,2002,10657,FIN
Finland,2003,10849,FIN
Finland,2004,1125,FIN
Finland,2005,11565,FIN
Finland,2006,121317,FIN
Finland,2007,126412,FIN
Finland,2008,127676,FIN
France,1820,35468,FRA
France,1821,38524,FRA
France,1822,37267,FRA
France,1823,38706,FRA
France,1824,40025,FRA
France,1825,38526,FRA
France,1826,39783,FRA
France,1827,39179,FRA
France,1828,39158,FRA
France,1829,40415,FRA
France,1830,39655,FRA
France,1831,40378,FRA
France,1832,4409,FRA
France,1833,43416,FRA
France,1834,43663,FRA
France,1835,45312,FRA
France,1836,44803,FRA
France,1837,45669,FRA
France,1838,47899,FRA
France,1839,46367,FRA
France,1840,49828,FRA
France,1841,51045,FRA
France,1842,49933,FRA
France,1843,52595,FRA
France,1844,54497,FRA
France,1845,52833,FRA
France,1846,52965,FRA
France,1847,58806,FRA
France,1848,55198,FRA
France,1849,56933,FRA
France,1850,58039,FRA
France,1851,57188,FRA
France,1852,60931,FRA
France,1853,57969,FRA
France,1854,60763,FRA
France,1855,59842,FRA
France,1856,62469,FRA
France,1857,66038,FRA
France,1858,70645,FRA
France,1859,66046,FRA
France,1860,70577,FRA
France,1861,66154,FRA
France,1862,71812,FRA
France,1863,74416,FRA
France,1864,75256,FRA
France,1865,73157,FRA
France,1866,73651,FRA
France,1867,69308,FRA
France,1868,75958,FRA
France,1869,78029,FRA
France,1870,721,FRA
France,1871,71667,FRA
France,1872,78313,FRA
France,1873,72822,FRA
France,1874,8207,FRA
France,1875,84815,FRA
France,1876,7788,FRA
France,1877,8207,FRA
France,1878,81058,FRA
France,1879,76001,FRA
France,1880,82792,FRA
France,1881,85971,FRA
France,1882,90017,FRA
France,1883,90306,FRA
France,1884,89294,FRA
France,1885,87705,FRA
France,1886,8915,FRA
France,1887,89728,FRA
France,1888,90595,FRA
France,1889,92906,FRA
France,1890,95074,FRA
France,1891,97241,FRA
France,1892,99697,FRA
France,1893,101431,FRA
France,1894,105188,FRA
France,1895,103021,FRA
France,1896,107933,FRA
France,1897,106488,FRA
France,1898,11169,FRA
France,1899,118048,FRA
France,1900,116747,FRA
France,1901,114869,FRA
France,1902,11299,FRA
France,1903,115447,FRA
France,1904,116314,FRA
France,1905,118336,FRA
France,1906,120504,FRA
France,1907,125705,FRA
France,1908,124983,FRA
France,1909,130185,FRA
France,1910,122238,FRA
France,1911,13423,FRA
France,1912,145356,FRA
France,1913,144489,FRA
France,1914,13423,FRA
France,1915,131485,FRA
France,1916,138131,FRA
France,1917,117036,FRA
France,1918,92328,FRA
France,1919,1088,FRA
France,1920,12585,FRA
France,1921,120648,FRA
France,1922,142322,FRA
France,1923,149691,FRA
France,1924,168474,FRA
France,1925,169197,FRA
France,1926,173676,FRA
France,1927,170064,FRA
France,1928,181912,FRA
France,1929,194193,FRA
France,1930,188558,FRA
France,1931,177288,FRA
France,1932,165729,FRA
France,1933,177577,FRA
France,1934,175843,FRA
France,1935,171364,FRA
France,1936,177866,FRA
France,1937,188125,FRA
France,1938,187402,FRA
France,1939,20084,FRA
France,1940,165729,FRA
France,1941,131052,FRA
France,1942,11747,FRA
France,1943,111546,FRA
France,1944,94207,FRA
France,1945,102154,FRA
France,1946,155326,FRA
France,1947,16833,FRA
France,1948,180611,FRA
France,1949,205174,FRA
France,1950,220492,FRA
France,1951,234074,FRA
France,1952,240287,FRA
France,1953,247223,FRA
France,1954,259215,FRA
France,1955,274098,FRA
France,1956,287969,FRA
France,1957,305308,FRA
France,1958,312966,FRA
France,1959,321924,FRA
France,1960,344609,FRA
France,1961,363754,FRA
France,1962,387937,FRA
France,1963,40809,FRA
France,1964,435296,FRA
France,1965,456456,FRA
France,1966,479631,FRA
France,1967,501799,FRA
France,1968,523967,FRA
France,1969,56028,FRA
France,1970,592389,FRA
France,1971,621055,FRA
France,1972,648668,FRA
France,1973,683965,FRA
France,1974,704012,FRA
France,1975,699106,FRA
France,1976,729326,FRA
France,1977,756545,FRA
France,1978,777544,FRA
France,1979,802491,FRA
France,1980,813763,FRA
France,1981,822116,FRA
France,1982,842787,FRA
France,1983,852644,FRA
France,1984,865172,FRA
France,1985,877305,FRA
France,1986,898129,FRA
France,1987,920822,FRA
France,1988,961287,FRA
France,1989,1000286,FRA
France,1990,1026491,FRA
France,1991,1038922,FRA
France,1992,1059125,FRA
France,1993,1048641,FRA
France,1994,1070473,FRA
France,1995,1095672,FRA
France,1996,1107664,FRA
France,1997,1134262,FRA
France,1998,1163069,FRA
France,1999,1201508,FRA
France,2000,1248521,FRA
France,2001,1271617,FRA
France,2002,1284653,FRA
France,2003,1298819,FRA
France,2004,1329614,FRA
France,2005,1354877,FRA
France,2006,1387394,FRA
France,2007,1419304,FRA
France,2008,1423562,FRA
Germany,1820,26819,DEU
Germany,1821,,DEU
Germany,1822,,DEU
Germany,1823,,DEU
Germany,1824,,DEU
Germany,1825,,DEU
Germany,1826,,DEU
Germany,1827,,DEU
Germany,1828,,DEU
Germany,1829,,DEU
Germany,1830,3725,DEU
Germany,1831,,DEU
Germany,1832,,DEU
Germany,1833,,DEU
Germany,1834,,DEU
Germany,1835,,DEU
Germany,1836,,DEU
Germany,1837,,DEU
Germany,1838,,DEU
Germany,1839,,DEU
Germany,1840,,DEU
Germany,1841,,DEU
Germany,1842,,DEU
Germany,1843,,DEU
Germany,1844,,DEU
Germany,1845,,DEU
Germany,1846,,DEU
Germany,1847,,DEU
Germany,1848,,DEU
Germany,1849,,DEU
Germany,1850,48178,DEU
Germany,1851,47941,DEU
Germany,1852,4889,DEU
Germany,1853,48653,DEU
Germany,1854,4984,DEU
Germany,1855,49128,DEU
Germany,1856,53162,DEU
Germany,1857,55773,DEU
Germany,1858,55536,DEU
Germany,1859,55773,DEU
Germany,1860,59096,DEU
Germany,1861,57672,DEU
Germany,1862,6052,DEU
Germany,1863,65029,DEU
Germany,1864,66928,DEU
Germany,1865,67165,DEU
Germany,1866,6764,DEU
Germany,1867,67877,DEU
Germany,1868,71912,DEU
Germany,1869,72386,DEU
Germany,1870,72149,DEU
Germany,1871,71674,DEU
Germany,1872,76658,DEU
Germany,1873,79981,DEU
Germany,1874,85914,DEU
Germany,1875,86389,DEU
Germany,1876,85914,DEU
Germany,1877,8544,DEU
Germany,1878,89474,DEU
Germany,1879,87338,DEU
Germany,1880,86626,DEU
Germany,1881,88762,DEU
Germany,1882,90186,DEU
Germany,1883,9517,DEU
Germany,1884,97543,DEU
Germany,1885,99917,DEU
Germany,1886,100629,DEU
Germany,1887,104663,DEU
Germany,1888,108935,DEU
Germany,1889,112021,DEU
Germany,1890,115581,DEU
Germany,1891,115343,DEU
Germany,1892,12009,DEU
